epoch,train_mse,val_mse
1,1.0285215194,1.0078579488
2,1.0280308553,1.0062648079
3,1.0280293641,1.0062934388
4,1.0280278210,1.0063232718
5,1.0280262276,1.0063543692
6,1.0280245852,1.0063867978
7,1.0280228952,1.0064206288
8,1.0280211589,1.0064559386
9,1.0280193777,1.0064928090
10,1.0280175526,1.0065313280
11,1.0280156849,1.0065715898
12,1.0270627986,1.0071531228
13,1.0270586674,1.0071489207
14,1.0270545034,1.0071447213
