epoch,train_mse,val_mse
1,0.8658066820,1.1266562412
2,0.8657937881,1.1266619944
3,0.8657809053,1.1266677492
4,0.8657680335,1.1266735053
5,0.8657551727,1.1266792629
6,0.8657423229,1.1266850220
7,0.8657294841,1.1266907824
8,0.8657166562,1.1266965443
9,0.8657038393,1.1267023075
10,0.8656910333,1.1267080721
11,0.8656782382,1.1267138380
12,0.8656654539,1.1267196052
13,0.8656526805,1.1267253738
