epoch,train_mse,val_mse
1,1.0531897626,0.9618429568
2,1.0531940898,0.9618687010
3,1.0531993321,0.9618984733
4,1.0532045443,0.9619281258
5,1.0532097267,0.9619576595
6,1.0532148797,0.9619870755
7,1.0532200035,0.9620163745
8,1.0532250985,0.9620455576
9,1.0532301649,0.9620746256
10,1.0532352030,0.9621035795
11,1.0532402131,0.9621324201
12,1.0532451955,0.9621611484
13,1.0532501505,0.9621897651
