epoch,train_mse,val_mse
1,0.9241906565,0.8927481686
2,0.9241801437,0.8927481779
3,0.9241696346,0.8927482018
4,0.9241591292,0.8927482404
5,0.9241486275,0.8927482937
6,0.9241381295,0.8927483615
7,0.9241276352,0.8927484440
8,0.9241171445,0.8927485411
9,0.9241066575,0.8927486527
10,0.9240961742,0.8927487788
11,0.9240856946,0.8927489195
12,0.9240752186,0.8927490746
13,0.9240647462,0.8927492442
